Player,season,Date(M/D/Y),home,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,TS%,FP,2PM,2PA,2P%,USG_Proxy_per_MIN,rest_days
최형찬,25-26,2-5-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PG,17.95,3,0,2,0,0,1,0,3,3,1,0,0,0,2,0,1,0,3,0.451807229,9,0,1,0,0.185,2
최형찬,25-26,2-3-2026,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PG,9.62,4,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.5,2,2,1,0.208,3
최형찬,25-26,1/31/2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PG,8.88,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1.2,0,0,,0.225,3
최형찬,25-26,1/28/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,PG,9.92,6,2,4,0.5,2,4,0.5,0,0,0,0,1,1,0,1,0,0,3,0.75,10.2,0,0,,0.403,3
최형찬,25-26,1/25/2026,1,Changwon LG Sakers,Anyang KGC,W,Bench,PG,10.73,4,1,3,0.333,1,3,0.333,1,2,0.5,0,3,3,0,0,0,1,0,0.515463918,6.6,0,0,,0.455,2
최형찬,25-26,1/23/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PG,11.15,2,1,2,0.5,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0.5,7.7,1,1,1,0.179,8
최형찬,25-26,1/15/2026,0,Changwon LG Sakers,Seoul SK,L,Bench,PG,15.85,9,3,5,0.6,3,5,0.6,0,0,0,2,1,3,1,1,0,1,0,0.9,16.1,0,0,,0.379,3
최형찬,25-26,1-12-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PG,7.03,0,0,1,0,0,1,0,0,0,0,2,1,3,0,0,0,1,1,0,2.6,0,0,,0.284,2
최형찬,25-26,1-10-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PG,12.50,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,,0.2,0,0,,0.08,3
최형찬,25-26,1-7-2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,24.70,6,2,3,0.667,2,2,1,0,0,0,1,4,5,0,0,0,0,1,1,12,0,1,0,0.121,3
최형찬,25-26,1-4-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,PG,6.17,3,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,0,1,1,0.75,2,0,0,,0.486,2
최형찬,25-26,1-2-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PG,10.05,3,1,1,1,1,1,1,0,0,0,1,1,2,0,0,0,0,3,1.5,5.4,0,0,,0.1,2
최형찬,25-26,12/31/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PG,4.00,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.2,0,0,,0.25,3
최형찬,25-26,12/28/2025,1,Changwon LG Sakers,Anyang KGC,L,Starter,PG,21.27,0,0,5,0,0,4,0,0,0,0,0,2,2,0,2,0,0,3,0,8.4,0,1,0,0.235,2
최형찬,25-26,12/26/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PG,7.57,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0.264,3
최형찬,25-26,12/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,PG,17.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,6,0,1,0,0.059,2
최형찬,25-26,12/21/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PG,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,7
최형찬,25-26,12/14/2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PG,6.35,3,1,2,0.5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.75,4.5,0,1,0,0.315,1
최형찬,25-26,12/13/2025,0,Changwon LG Sakers,Seoul SK,L,Starter,PG,19.20,0,0,4,0,0,2,0,0,0,0,1,1,2,0,0,0,0,4,0,2.4,0,2,0,0.208,6
최형찬,25-26,12-7-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PG,11.98,0,0,2,0,0,2,0,0,0,0,0,5,5,2,1,0,0,2,0,12,0,0,,0.167,1
최형찬,25-26,12-6-2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PG,13.17,4,1,1,1,1,1,1,1,2,0.5,0,1,1,0,0,0,0,2,1.063829787,5.2,0,0,,0.143,2
최형찬,25-26,12-4-2025,1,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PG,14.05,2,1,2,0.5,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0.5,7.4,1,2,0.5,0.142,18
최형찬,25-26,11/16/2025,0,Changwon LG Sakers,Anyang KGC,W,Starter,SG,34.98,17,7,14,0.5,3,6,0.5,0,0,0,1,4,5,1,2,1,0,2,0.607142857,33.5,4,8,0.5,0.4,1
최형찬,25-26,11/15/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PG,18.70,0,0,4,0,0,2,0,0,0,0,1,1,2,1,0,1,1,4,0,5.9,0,2,0,0.267,3
최형찬,25-26,11-12-2025,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,32.12,9,3,8,0.375,3,8,0.375,0,0,0,1,2,3,2,1,0,0,4,0.5625,18.6,0,0,,0.249,2
최형찬,25-26,11-10-2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,24.50,12,5,9,0.556,2,5,0.4,0,0,0,0,4,4,3,0,1,1,4,0.666666667,23.3,3,4,0.75,0.408,2
최형찬,25-26,11-8-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SG,24.10,0,0,3,0,0,3,0,0,0,0,0,1,1,0,2,0,0,4,0,7.2,0,0,,0.124,6
최형찬,25-26,11-2-2025,0,Changwon LG Sakers,Seoul SK,W,Bench,PG,8.27,3,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,0,0,4,0.75,3,0,0,,0.242,1
최형찬,25-26,11-1-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,PG,19.32,3,1,2,0.5,1,1,1,0,0,0,2,2,4,3,2,0,1,2,0.75,17.3,0,1,0,0.155,5
최형찬,25-26,10/27/2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SF,23.38,11,4,4,1,3,3,1,0,0,0,0,2,2,1,0,0,0,3,1.375,14.9,1,1,1,0.171,2
최형찬,25-26,10/25/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PG,5.92,2,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1,2,0.5,0.338,5
최형찬,25-26,10/20/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SG,18.37,6,2,6,0.333,2,5,0.4,0,0,0,0,1,1,1,1,0,0,3,0.5,11.7,0,1,0,0.327,2
최형찬,25-26,10/18/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PG,8.97,2,1,2,0.5,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0.5,8,1,1,1,0.223,3
최형찬,25-26,10/15/2025,1,Changwon LG Sakers,Anyang KGC,L,Bench,PG,15.90,11,4,6,0.667,3,4,0.75,0,0,0,0,1,1,2,1,0,0,3,0.916666667,18.2,1,2,0.5,0.377,3
최형찬,25-26,10-12-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,PG,6.83,5,2,3,0.667,1,2,0.5,0,0,0,0,1,1,0,0,0,2,1,0.833333333,4.2,1,1,1,0.732,2
최형찬,25-26,10-10-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PG,5.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,-1,0,0,,0.347,5
최형찬,25-26,10-5-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PG,7.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1.5,0,0,,0.139,2
최형찬,25-26,10-3-2025,1,Changwon LG Sakers,Seoul SK,L,Bench,PF,6.45,2,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0.531914894,2,0,0,,0.291,
최형찬,24-25,4-8-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,C,26.90,12,4,9,0.444,4,5,0.8,0,0,0,0,0,0,1,2,0,0,2,0.666666667,19.5,0,4,0,0.335,3
최형찬,24-25,4-5-2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,8.53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,,1.2,0,0,,0,2
최형찬,24-25,4-3-2025,1,Changwon LG Sakers,Anyang KGC,W,Bench,PF,17.40,0,0,2,0,0,2,0,0,0,0,2,0,2,2,0,0,0,4,0,5.4,0,0,,0.115,4
최형찬,24-25,3/30/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,10.00,8,3,5,0.6,2,2,1,0,0,0,0,1,1,0,1,0,0,1,0.8,12.2,1,3,0.333,0.5,2
최형찬,24-25,3/28/2025,0,Changwon LG Sakers,Seoul SK,L,Bench,PF,2.25,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0.444,2
최형찬,24-25,3/26/2025,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,10.72,0,0,5,0,0,3,0,0,0,0,0,1,1,1,2,0,1,3,0,7.7,0,2,0,0.56,3
최형찬,24-25,3/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,PF,9.00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0.111,1
최형찬,24-25,3/22/2025,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,PF,2.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.397,2
최형찬,24-25,3/20/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,4
최형찬,24-25,3/16/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,PF,9.42,3,1,4,0.25,1,3,0.333,0,0,0,1,0,1,0,0,0,0,4,0.375,4.2,0,1,0,0.425,2
최형찬,24-25,3/14/2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,5
최형찬,24-25,3-9-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PF,6.55,6,2,3,0.667,2,3,0.667,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,,0.611,6
최형찬,24-25,3-3-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,PF,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,2
최형찬,24-25,3-1-2025,1,Changwon LG Sakers,Anyang KGC,L,Bench,PF,7.00,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.429,2
최형찬,24-25,2/27/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,PF,11.20,3,1,3,0.333,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0.5,3,0,2,0,0.268,19
최형찬,24-25,2-8-2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,7.32,2,0,1,0,0,1,0,2,2,1,0,1,1,0,0,0,1,3,0.531914894,2.2,0,0,,0.393,2
최형찬,24-25,2-6-2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,PF,9.03,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.2,0,1,0,0.221,3
최형찬,24-25,2-3-2025,0,Changwon LG Sakers,Seoul SK,L,Bench,PF,2.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0.347,2
최형찬,24-25,2-1-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,PF,23.95,2,1,4,0.25,0,2,0,0,0,0,1,3,4,1,1,0,0,4,0.25,11.3,1,2,0.5,0.167,2
최형찬,24-25,1/30/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,PF,16.80,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,4.4,1,1,1,0.06,5
최형찬,24-25,1/25/2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,PF,16.12,2,1,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,3,1,10.7,1,1,1,0.062,2
최형찬,24-25,1/23/2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,PF,9.72,3,1,2,0.5,1,2,0.5,0,0,0,0,2,2,0,0,0,0,1,0.75,5.4,0,0,,0.206,19
최형찬,24-25,1-4-2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,PF,5.88,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.2,0,0,,0.17,6
최형찬,24-25,12/29/2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,6.75,2,0,3,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0.257731959,2,0,1,0,0.575,20
최형찬,24-25,12-9-2024,0,Changwon LG Sakers,Korea Gas Corporation,L,Bench,PF,9.87,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1.2,0,0,,0.203,
