Player,season,Date(M/D/Y),home,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,TS%,FP,2PM,2PA,2P%,USG_Proxy_per_MIN,rest_days
Tamayo,24-25,1/13/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,35.47,8,4,15,0.267,0,2,0,0,0,0,1,4,5,2,1,0,1,2,0.266666667,19,4,13,0.308,0.451,2
Tamayo,24-25,1-11-2025,0,Changwon LG Sakers,Anyang KGC,W,Starter,C,32.93,31,14,23,0.609,2,3,0.667,1,2,0.5,2,6,8,1,2,1,1,3,0.649078727,50.1,12,20,0.6,0.756,2
Tamayo,24-25,1-9-2025,0,Changwon LG Sakers,Seoul Samsung Thunders,L,Starter,PF,32.58,37,17,19,0.895,2,4,0.5,1,4,0.25,2,5,7,3,0,0,3,0,0.891136802,46.9,15,15,1,0.729,4
Tamayo,24-25,1-5-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,29.98,17,6,18,0.333,0,3,0,5,8,0.625,3,4,7,3,0,0,1,4,0.394981413,28.9,6,15,0.4,0.751,8
Tamayo,24-25,12/28/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,PF,29.87,20,9,16,0.563,0,3,0,2,2,1,0,6,6,5,0,0,0,2,0.592417062,34.7,9,13,0.692,0.565,2
Tamayo,24-25,12/26/2024,0,Changwon LG Sakers,Korea Gas Corporation,W,Starter,C,23.78,17,7,9,0.778,1,2,0.5,2,4,0.5,0,5,5,3,1,0,4,2,0.789962825,26.5,6,7,0.857,0.621,4
Tamayo,24-25,12/22/2024,0,Changwon LG Sakers,Anyang KGC,W,Starter,PF,32.18,13,6,19,0.316,1,4,0.25,0,0,0,6,6,12,4,1,0,3,3,0.342105263,33.4,5,15,0.333,0.684,2
Tamayo,24-25,12/20/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,PF,27.88,13,6,13,0.462,1,3,0.333,0,0,0,1,1,2,4,0,0,4,2,0.5,17.4,5,10,0.5,0.61,3
Tamayo,24-25,12/17/2024,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,PF,30.53,17,8,19,0.421,1,3,0.333,0,0,0,8,2,10,6,0,1,0,4,0.447368421,41,7,16,0.438,0.622,2
Tamayo,24-25,12/15/2024,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,PF,30.42,19,9,16,0.563,1,4,0.25,0,0,0,1,3,4,5,3,0,0,2,0.59375,40.3,8,12,0.667,0.526,2
Tamayo,24-25,12/13/2024,0,Changwon LG Sakers,Anyang KGC,W,Starter,PF,25.65,26,11,19,0.579,0,2,0,4,4,1,1,6,7,2,1,1,0,1,0.626204239,43.4,11,17,0.647,0.809,4
Tamayo,24-25,12-9-2024,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,PF,21.58,10,4,8,0.5,1,1,1,1,2,0.5,3,4,7,1,0,0,0,3,0.563063063,19.9,3,7,0.429,0.411,2
Tamayo,24-25,12-7-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,PF,11.17,8,4,9,0.444,0,2,0,0,2,0,1,3,4,0,1,0,0,2,0.4048583,15.8,4,7,0.571,0.885,2
Tamayo,24-25,12-5-2024,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,PF,26.30,12,6,13,0.462,0,3,0,0,0,0,3,3,6,1,0,0,2,4,0.461538462,18.7,6,10,0.6,0.57,5
Tamayo,24-25,11/30/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,28.13,21,8,17,0.471,1,4,0.25,4,4,1,2,7,9,4,1,0,0,3,0.559701493,40.8,7,13,0.538,0.667,3
Tamayo,24-25,11/27/2024,1,Changwon LG Sakers,Seoul SK,L,Starter,C,26.93,15,7,13,0.538,1,3,0.333,0,0,0,1,8,9,2,1,0,3,3,0.576923077,28.8,6,10,0.6,0.594,13
Tamayo,24-25,11/14/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,C,27.38,15,6,15,0.4,3,6,0.5,0,0,0,1,1,2,4,2,1,3,3,0.5,29.4,3,9,0.333,0.657,4
Tamayo,24-25,11-10-2024,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,C,21.23,2,1,6,0.167,0,2,0,0,0,0,1,5,6,0,1,0,1,4,0.166666667,11.2,1,4,0.25,0.33,1
Tamayo,24-25,11-9-2024,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,PF,22.65,12,2,10,0.2,0,3,0,8,8,1,4,4,8,1,0,1,0,3,0.443786982,26.1,2,7,0.286,0.597,2
Tamayo,24-25,11-7-2024,0,Changwon LG Sakers,Seoul Samsung Thunders,L,Bench,PF,17.40,3,1,4,0.25,0,1,0,1,2,0.5,0,3,3,1,1,0,1,4,0.307377049,10.1,1,3,0.333,0.338,4
Tamayo,24-25,11-3-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,PF,19.17,9,4,12,0.333,1,3,0.333,0,0,0,1,1,2,0,4,0,3,2,0.375,20.4,3,9,0.333,0.782,2
Tamayo,24-25,11-1-2024,1,Changwon LG Sakers,Seoul SK,L,Starter,PF,29.57,13,5,10,0.5,0,2,0,3,5,0.6,2,6,8,1,0,0,3,1,0.532786885,21.1,5,8,0.625,0.514,6
Tamayo,24-25,10/26/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,PF,27.10,19,9,13,0.692,1,3,0.333,0,0,0,3,4,7,3,1,1,2,3,0.730769231,35.9,8,10,0.8,0.554,2
Tamayo,24-25,10/24/2024,1,Changwon LG Sakers,Anyang KGC,W,Starter,PF,29.00,9,4,13,0.308,1,6,0.167,0,0,0,3,4,7,1,1,0,2,4,0.346153846,19.9,3,7,0.429,0.517,3
Tamayo,24-25,10/21/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,PF,23.90,16,7,12,0.583,2,6,0.333,0,0,0,1,4,5,4,1,1,2,3,0.666666667,32,5,6,0.833,0.586,2
Tamayo,24-25,10/19/2024,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,PF,27.88,8,4,14,0.286,0,4,0,0,0,0,2,5,7,1,2,0,2,5,0.285714286,21.9,4,10,0.4,0.574,
유기상,25-26,4-8-2026,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,SF,23.62,11,4,9,0.444,3,8,0.375,0,0,0,0,0,0,3,1,0,3,3,0.611111111,15.5,1,1,1,0.508,3
유기상,25-26,4-5-2026,1,Changwon LG Sakers,Jeonju KCC Egis,L,Starter,SG,28.98,13,4,12,0.333,4,11,0.364,1,1,1,2,2,4,0,0,0,0,1,0.522508039,17.8,0,1,0,0.429,2
유기상,25-26,4-3-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,PG,30.87,12,4,8,0.5,4,8,0.5,0,0,0,2,1,3,2,2,3,0,2,0.75,33.6,0,0,,0.259,3
유기상,25-26,3/31/2026,0,Changwon LG Sakers,Anyang KGC,L,Starter,SG,37.68,14,5,9,0.556,1,5,0.2,3,3,1,1,1,2,0,1,2,1,1,0.678294574,24.4,4,4,1,0.3,2
유기상,25-26,3/29/2026,1,Changwon LG Sakers,Seoul SK,W,Starter,SG,31.23,19,7,13,0.538,5,10,0.5,0,0,0,0,2,2,2,0,1,0,2,0.730769231,27.4,2,3,0.667,0.416,3
유기상,25-26,3/26/2026,0,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SG,34.97,10,3,9,0.333,3,8,0.375,1,2,0.5,0,3,3,1,0,1,1,2,0.506072874,17.1,0,1,0,0.311,11
유기상,25-26,3/15/2026,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,36.60,15,5,11,0.455,3,8,0.375,2,2,1,0,1,1,1,0,0,1,1,0.631313131,16.7,2,3,0.667,0.352,2
유기상,25-26,3/13/2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,30.42,25,7,17,0.412,5,11,0.455,6,6,1,1,2,3,0,0,0,0,1,0.636456212,28.6,2,6,0.333,0.646,2
유기상,25-26,3-11-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SG,33.22,13,5,13,0.385,3,8,0.375,0,0,0,0,2,2,1,1,1,0,0,0.5,22.9,2,5,0.4,0.391,3
유기상,25-26,3-8-2026,1,Changwon LG Sakers,Seoul SK,L,Starter,SG,29.80,20,5,13,0.385,3,10,0.3,7,7,1,1,0,1,0,0,1,1,3,0.621890547,23.2,2,3,0.667,0.573,2
유기상,25-26,3-6-2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,33.72,19,7,17,0.412,3,10,0.3,2,2,1,1,1,2,1,1,1,0,2,0.531319911,28.9,4,7,0.571,0.53,16
유기상,25-26,2/18/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,28.08,19,7,12,0.583,5,9,0.556,0,0,0,1,0,1,0,2,0,0,2,0.791666667,26.2,2,3,0.667,0.427,2
유기상,25-26,2/16/2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SG,23.23,4,1,5,0.2,0,2,0,2,2,1,0,0,0,1,0,1,0,2,0.340136054,8.5,1,3,0.333,0.253,2
유기상,25-26,2/14/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,28.73,14,5,8,0.625,4,5,0.8,0,0,0,1,0,1,1,1,0,1,2,0.875,18.7,1,3,0.333,0.313,4
유기상,25-26,2-10-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SG,31.93,13,4,11,0.364,1,8,0.125,4,5,0.8,0,0,0,2,0,0,0,0,0.492424242,16,3,3,1,0.413,2
유기상,25-26,2-8-2026,0,Changwon LG Sakers,Anyang KGC,W,Starter,SG,35.22,22,6,10,0.6,5,8,0.625,5,6,0.833,1,1,2,1,0,0,1,0,0.870253165,24.9,1,2,0.5,0.387,3
유기상,25-26,2-5-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,27.28,14,6,11,0.545,2,6,0.333,0,0,0,0,0,0,3,1,0,2,1,0.636363636,19.5,4,5,0.8,0.477,2
유기상,25-26,2-3-2026,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SG,28.48,12,4,12,0.333,3,9,0.333,1,1,1,0,2,2,3,2,0,2,3,0.482315113,22.9,1,3,0.333,0.507,3
유기상,25-26,1/31/2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,34.08,24,9,15,0.6,6,10,0.6,0,0,0,0,1,1,1,1,0,2,1,0.8,27.7,3,5,0.6,0.499,3
유기상,25-26,1/28/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SG,35.08,26,10,17,0.588,5,10,0.5,1,2,0.5,1,0,1,1,0,0,0,3,0.727069351,28.7,5,7,0.714,0.51,3
유기상,25-26,1/25/2026,1,Changwon LG Sakers,Anyang KGC,W,Starter,SG,29.45,11,5,11,0.455,1,4,0.25,0,0,0,1,0,1,2,0,0,2,1,0.5,13.2,4,7,0.571,0.441,2
유기상,25-26,1/23/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,20.35,8,3,6,0.5,2,4,0.5,0,0,0,0,0,0,1,0,0,1,3,0.666666667,8.5,1,2,0.5,0.344,8
유기상,25-26,1/15/2026,0,Changwon LG Sakers,Seoul SK,L,Starter,SF,30.12,6,2,8,0.25,1,6,0.167,1,1,1,0,1,1,2,0,0,0,3,0.355450237,10.2,1,2,0.5,0.28,3
유기상,25-26,1-12-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SG,27.70,8,2,6,0.333,2,5,0.4,2,2,1,0,0,0,1,0,0,1,4,0.581395349,8.5,0,1,0,0.284,2
유기상,25-26,1-10-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,31.68,16,5,8,0.625,5,8,0.625,1,2,0.5,0,2,2,2,2,0,0,3,0.900900901,27.4,0,0,,0.28,3
유기상,25-26,1-7-2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,SG,18.18,2,1,7,0.143,0,3,0,0,0,0,2,1,3,3,0,0,0,0,0.142857143,10.1,1,4,0.25,0.385,3
유기상,25-26,1-4-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SG,33.83,3,0,6,0,0,5,0,3,3,1,1,0,1,2,1,1,3,2,0.204918033,10.2,0,1,0,0.305,2
유기상,25-26,1-2-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,29.95,9,2,5,0.4,2,4,0.5,3,4,0.75,0,1,1,1,1,0,1,3,0.665680473,13.7,0,1,0,0.259,2
유기상,25-26,12/31/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,36.00,10,4,8,0.5,2,5,0.4,0,0,0,1,5,6,0,1,0,1,2,0.625,19.2,2,3,0.667,0.25,3
유기상,25-26,12/28/2025,1,Changwon LG Sakers,Anyang KGC,L,Starter,SG,22.30,3,1,4,0.25,1,3,0.333,0,0,0,0,0,0,0,0,0,1,1,0.375,2,0,1,0,0.224,2
유기상,25-26,12/26/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,45.98,23,6,14,0.429,4,10,0.4,7,9,0.778,0,5,5,3,1,1,2,3,0.640311804,37.5,2,4,0.5,0.434,3
유기상,25-26,12/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,PG,32.47,13,5,14,0.357,3,10,0.3,0,0,0,1,3,4,1,3,0,1,3,0.464285714,27.3,2,4,0.5,0.462,2
유기상,25-26,12/21/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,PG,37.55,12,3,10,0.3,3,8,0.375,3,4,0.75,0,6,6,2,0,0,0,3,0.510204082,22.2,0,2,0,0.313,7
유기상,25-26,12/14/2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,33.65,13,4,9,0.444,4,8,0.5,1,2,0.5,0,4,4,0,2,0,0,2,0.657894737,23.8,0,1,0,0.294,1
유기상,25-26,12/13/2025,0,Changwon LG Sakers,Seoul SK,L,Starter,SG,32.37,0,0,6,0,0,5,0,0,0,0,2,4,6,0,0,0,2,2,0,5.2,0,1,0,0.247,6
유기상,25-26,12-7-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SG,28.02,3,1,7,0.143,1,6,0.167,0,0,0,1,1,2,2,2,0,0,2,0.214285714,14.4,0,1,0,0.25,1
유기상,25-26,12-6-2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,26.83,6,2,8,0.25,2,5,0.4,0,0,0,0,2,2,1,1,0,0,1,0.375,12.9,0,3,0,0.298,2
유기상,25-26,12-4-2025,1,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SG,25.95,16,5,7,0.714,4,5,0.8,2,2,1,1,2,3,0,0,0,0,3,1.015228426,19.6,1,2,0.5,0.304,26
유기상,25-26,11-8-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,SG,12.22,2,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,0.164,6
유기상,25-26,11-2-2025,0,Changwon LG Sakers,Seoul SK,W,Starter,SG,31.45,14,4,16,0.25,1,8,0.125,5,5,1,1,1,2,1,0,1,0,4,0.384615385,20.9,3,8,0.375,0.579,1
유기상,25-26,11-1-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SG,19.88,16,7,10,0.7,2,4,0.5,0,0,0,0,0,0,0,0,1,1,1,0.8,18,5,6,0.833,0.553,5
유기상,25-26,10/27/2025,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,37.98,13,5,11,0.455,2,7,0.286,1,2,0.5,0,2,2,1,4,0,1,3,0.547138047,27.9,3,4,0.75,0.339,2
유기상,25-26,10/25/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,32.43,14,5,11,0.455,3,7,0.429,1,1,1,1,2,3,1,0,0,1,2,0.611888112,18.1,2,4,0.5,0.384,5
유기상,25-26,10/20/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SF,23.75,5,1,4,0.25,1,2,0.5,2,2,1,0,0,0,1,1,0,0,1,0.512295082,9.5,0,2,0,0.205,2
유기상,25-26,10/18/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,31.03,4,1,10,0.1,1,8,0.125,1,1,1,0,4,4,2,2,0,1,1,0.191570881,16.8,0,2,0,0.369,3
유기상,25-26,10/15/2025,1,Changwon LG Sakers,Anyang KGC,L,Starter,SG,27.75,6,1,4,0.25,0,3,0,4,4,1,0,1,1,0,0,1,1,0,0.520833333,9.2,1,1,1,0.244,3
유기상,25-26,10-12-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SG,30.33,17,5,14,0.357,5,10,0.5,2,2,1,0,2,2,1,1,0,0,3,0.571236559,23.9,0,4,0,0.491,2
유기상,25-26,10-10-2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,34.02,19,6,10,0.6,5,9,0.556,2,2,1,0,3,3,0,1,0,3,3,0.873161765,22.6,1,1,1,0.408,5
유기상,25-26,10-5-2025,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,35.93,22,7,17,0.412,6,11,0.545,2,3,0.667,2,4,6,0,0,0,1,2,0.600436681,28.2,1,6,0.167,0.538,2
유기상,25-26,10-3-2025,1,Changwon LG Sakers,Seoul SK,L,Starter,SG,27.08,5,1,7,0.143,1,4,0.25,2,2,1,0,2,2,1,0,0,2,5,0.317258883,6.9,0,3,0,0.365,
유기상,24-25,4-3-2025,1,Changwon LG Sakers,Anyang KGC,W,Starter,SG,36.68,13,4,15,0.267,4,11,0.364,1,1,1,0,1,1,0,2,0,3,2,0.420984456,17.2,0,4,0,0.503,4
유기상,24-25,3/30/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,32.27,18,6,9,0.667,5,8,0.625,1,2,0.5,1,1,2,3,3,0,2,1,0.910931174,31.9,1,1,1,0.368,2
유기상,24-25,3/28/2025,0,Changwon LG Sakers,Seoul SK,L,Starter,SG,36.08,27,9,16,0.563,5,10,0.5,4,4,1,0,4,4,3,2,1,1,3,0.760135135,44.3,4,6,0.667,0.52,2
유기상,24-25,3/26/2025,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,29.62,23,9,15,0.6,5,10,0.5,0,0,0,0,2,2,2,1,0,1,3,0.766666667,30.4,4,5,0.8,0.54,3
유기상,24-25,3/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SG,31.00,17,5,10,0.5,5,9,0.556,2,2,1,1,2,3,2,0,0,1,1,0.78125,22.6,0,1,0,0.383,1
유기상,24-25,3/22/2025,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SG,34.78,7,2,10,0.2,2,8,0.25,1,2,0.5,3,0,3,1,1,0,1,2,0.321691176,14.1,0,2,0,0.342,2
유기상,24-25,3/20/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,31.15,12,4,10,0.4,2,7,0.286,2,2,1,0,1,1,0,0,0,4,2,0.551470588,9.2,2,3,0.667,0.478,4
유기상,24-25,3/16/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SG,27.43,11,3,11,0.273,2,9,0.222,3,3,1,1,1,2,2,1,1,1,1,0.446428571,21.4,1,2,0.5,0.486,2
유기상,24-25,3/14/2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SG,43.07,10,3,15,0.2,2,10,0.2,2,2,1,0,3,3,1,0,0,2,2,0.314861461,13.1,1,5,0.2,0.415,5
유기상,24-25,3-9-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,31.97,19,6,11,0.545,4,9,0.444,3,5,0.6,1,1,2,1,1,0,1,4,0.71969697,24.9,2,2,1,0.444,2
유기상,24-25,3-7-2025,0,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SG,23.50,16,6,10,0.6,4,8,0.5,0,0,0,0,2,2,0,1,0,0,3,0.8,21.4,2,2,1,0.426,51
유기상,24-25,1/15/2025,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SG,33.85,14,4,11,0.364,2,6,0.333,4,4,1,1,4,5,1,0,0,1,3,0.548589342,20.5,2,5,0.4,0.406,2
유기상,24-25,1/13/2025,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SG,29.22,10,4,9,0.444,2,7,0.286,0,0,0,0,2,2,4,2,0,2,1,0.555555556,22.4,2,2,1,0.376,2
유기상,24-25,1-11-2025,0,Changwon LG Sakers,Anyang KGC,W,Starter,SG,33.65,14,5,8,0.625,2,4,0.5,2,2,1,0,1,1,1,0,1,2,3,0.788288288,17.7,3,4,0.75,0.323,2
유기상,24-25,1-9-2025,0,Changwon LG Sakers,Seoul Samsung Thunders,L,Starter,SG,19.33,3,1,7,0.143,1,4,0.25,0,0,0,1,1,2,3,0,0,1,2,0.214285714,8.9,0,3,0,0.414,4
유기상,24-25,1-5-2025,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,33.20,13,4,10,0.4,3,6,0.5,2,3,0.667,0,3,3,3,1,1,0,2,0.574204947,27.1,1,4,0.25,0.341,1
유기상,24-25,1-4-2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,SF,22.15,3,1,8,0.125,1,6,0.167,0,0,0,1,4,5,1,0,0,2,2,0.1875,8.5,0,2,0,0.451,3
유기상,24-25,1-1-2025,1,Changwon LG Sakers,Seoul SK,L,Starter,SG,28.38,11,4,12,0.333,3,8,0.375,0,0,0,0,4,4,0,0,0,2,0,0.458333333,13.8,1,4,0.25,0.493,3
유기상,24-25,12/29/2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,22.83,15,6,9,0.667,3,6,0.5,0,0,0,1,2,3,3,1,0,1,2,0.833333333,25.1,3,3,1,0.438,1
유기상,24-25,12/28/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SG,25.85,3,1,6,0.167,1,4,0.25,0,0,0,1,2,3,1,0,0,0,1,0.25,8.1,0,2,0,0.232,2
유기상,24-25,12/26/2024,0,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SF,21.52,2,1,7,0.143,0,4,0,0,0,0,2,2,4,2,0,0,1,2,0.142857143,8.8,1,3,0.333,0.372,4
유기상,24-25,12/22/2024,0,Changwon LG Sakers,Anyang KGC,W,Starter,SG,25.68,6,2,7,0.286,2,6,0.333,0,0,0,0,0,0,0,1,1,0,3,0.428571429,12,0,1,0,0.273,2
유기상,24-25,12/20/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,28.98,17,7,9,0.778,3,4,0.75,0,0,0,0,3,3,1,0,1,2,3,0.944444444,23.1,4,5,0.8,0.38,3
유기상,24-25,12/17/2024,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,23.92,8,2,7,0.286,2,5,0.4,2,2,1,0,1,1,4,0,2,1,3,0.507614213,20.2,0,2,0,0.371,2
유기상,24-25,12/15/2024,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,27.57,12,4,8,0.5,4,7,0.571,0,0,0,0,3,3,1,0,0,1,4,0.75,16.1,0,1,0,0.326,2
유기상,24-25,12/13/2024,0,Changwon LG Sakers,Anyang KGC,W,Starter,SG,33.03,12,5,15,0.333,2,11,0.182,0,0,0,2,2,4,2,0,1,0,3,0.4,22.8,3,4,0.75,0.454,4
유기상,24-25,12-9-2024,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SG,34.92,13,5,15,0.333,3,10,0.3,0,0,0,2,4,6,2,0,0,1,2,0.433333333,22.2,2,5,0.4,0.458,2
유기상,24-25,12-7-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SG,30.32,13,4,10,0.4,3,5,0.6,2,2,1,3,0,3,3,2,0,1,1,0.597426471,26.1,1,5,0.2,0.392,2
유기상,24-25,12-5-2024,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,SG,32.40,10,4,9,0.444,2,6,0.333,0,0,0,0,5,5,0,1,0,1,2,0.555555556,18,2,3,0.667,0.309,5
유기상,24-25,11/30/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SG,24.15,10,4,9,0.444,2,5,0.4,0,0,0,1,0,1,0,0,1,0,2,0.555555556,14.2,2,4,0.5,0.373,3
유기상,24-25,11/27/2024,1,Changwon LG Sakers,Seoul SK,L,Starter,SG,24.58,2,1,6,0.167,0,4,0,0,0,0,0,3,3,1,0,0,1,4,0.166666667,6.1,1,2,0.5,0.285,13
유기상,24-25,11/14/2024,1,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SG,29.75,9,3,7,0.429,2,5,0.4,1,2,0.5,1,4,5,1,0,0,0,1,0.57106599,16.5,1,2,0.5,0.265,4
유기상,24-25,11-10-2024,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SF,29.70,8,3,5,0.6,2,4,0.5,0,2,0,0,0,0,0,1,1,1,2,0.680272109,13,1,1,1,0.232,1
유기상,24-25,11-9-2024,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SF,28.72,6,2,7,0.286,1,6,0.167,1,2,0.5,0,0,0,1,0,0,1,2,0.38071066,6.5,1,1,1,0.309,2
유기상,24-25,11-7-2024,0,Changwon LG Sakers,Seoul Samsung Thunders,L,Starter,SG,33.62,15,5,17,0.294,3,9,0.333,2,4,0.5,1,1,2,1,1,0,1,2,0.39978678,20.9,2,8,0.25,0.588,4
유기상,24-25,11-3-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,SG,27.95,4,2,6,0.333,0,2,0,0,0,0,0,3,3,2,1,0,2,2,0.333333333,11.6,2,4,0.5,0.286,2
유기상,24-25,11-1-2024,1,Changwon LG Sakers,Seoul SK,L,Starter,SG,35.33,7,3,10,0.3,1,5,0.2,0,0,0,0,3,3,1,0,2,1,2,0.35,17.1,2,5,0.4,0.311,6
유기상,24-25,10/26/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SG,35.52,10,3,6,0.5,3,6,0.5,1,2,0.5,0,1,1,2,1,1,0,2,0.726744186,20.2,0,0,,0.194,2
유기상,24-25,10/24/2024,1,Changwon LG Sakers,Anyang KGC,W,Starter,SG,35.62,10,4,11,0.364,2,5,0.4,0,0,0,1,3,4,2,1,0,1,1,0.454545455,19.8,2,6,0.333,0.337,3
유기상,24-25,10/21/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,31.28,14,5,11,0.455,4,9,0.444,0,0,0,0,2,2,1,3,1,2,3,0.636363636,27.9,1,2,0.5,0.416,2
유기상,24-25,10/19/2024,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SG,33.18,10,3,8,0.375,1,4,0.25,3,3,1,0,2,2,3,2,1,0,0,0.536480687,25.9,2,4,0.5,0.281,
유기상,23-24,3/31/2024,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,C,18.73,6,2,5,0.4,2,4,0.5,0,0,0,0,2,2,1,2,1,0,1,0.6,18.9,0,1,0,0.267,3
유기상,23-24,3/28/2024,0,Changwon LG Sakers,Seoul SK,L,Starter,SF,18.15,2,1,4,0.25,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0.25,5.5,1,2,0.5,0.275,4
